,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
472,1,1,3.9,561,2,11,247,900.0,214
473,1,1,3.9,486,0,7,158,700.0,214
474,1,0,3.9,320,2,11,258,650.0,105
475,1,0,4.1,237,5,17,169,500.0,106
476,1,1,3.9,1227,2,11,18,900.0,50
477,1,0,4.0,95,2,16,239,600.0,212
478,1,1,4.1,1538,5,11,21,1000.0,104
479,1,0,3.7,110,2,11,6,800.0,149
480,1,0,4.1,381,0,31,16,250.0,168
481,1,0,3.9,251,2,16,255,500.0,43
482,1,0,3.0,353,5,31,285,400.0,214
483,1,0,4.0,205,5,16,253,450.0,88
484,1,0,3.9,183,0,31,188,250.0,196
485,1,0,3.9,99,2,17,203,400.0,214
486,1,0,4.1,260,5,31,247,300.0,214
487,1,0,3.9,355,0,31,258,400.0,214
488,1,0,4.1,83,0,31,181,400.0,214
489,1,0,2.5,321,5,31,272,400.0,144
490,1,0,3.9,362,0,11,247,600.0,214
491,1,1,4.2,2166,5,30,3,1200.0,71
492,1,0,4.0,182,5,34,243,400.0,214
493,1,1,3.8,500,2,11,317,1000.0,214
494,1,0,4.0,532,2,11,144,800.0,214
495,1,1,3.5,551,2,11,271,600.0,214
496,1,0,4.2,421,2,11,141,700.0,214
497,1,0,3.7,662,5,11,28,650.0,214
498,1,0,3.8,54,2,31,62,500.0,157
499,1,0,4.1,92,0,31,125,300.0,37
500,1,0,3.7,36,5,16,51,600.0,29
501,1,0,4.2,2350,5,11,247,800.0,214
502,1,0,3.9,49,2,7,73,600.0,214
503,1,0,3.7,184,0,31,183,400.0,214
504,1,1,3.6,225,2,11,54,700.0,182
505,1,0,4.0,35,0,18,166,300.0,20
506,1,0,4.0,869,0,16,46,500.0,54
507,1,0,4.0,153,5,31,377,200.0,214
508,1,0,3.7,139,2,31,279,400.0,214
509,1,0,3.7,181,2,16,51,500.0,214
510,1,0,3.9,669,0,11,247,500.0,183
511,1,0,3.7,168,2,31,237,600.0,214
512,1,0,3.8,170,2,31,275,250.0,214
513,1,0,4.0,112,5,31,380,200.0,214
514,1,0,3.8,58,0,31,30,300.0,158
515,1,0,4.0,167,6,31,364,400.0,214
516,1,0,3.9,85,5,31,337,300.0,214
517,1,0,3.7,217,5,11,312,500.0,214
518,1,0,3.6,192,0,16,195,450.0,214
519,1,1,4.2,611,0,12,19,1500.0,72
520,1,0,4.0,166,2,16,325,750.0,69
521,1,0,4.1,46,5,7,120,600.0,214
522,1,1,4.4,2233,2,12,160,1200.0,214
523,1,0,4.0,107,0,31,247,300.0,214
524,1,0,4.2,306,0,16,222,600.0,214
525,1,1,3.8,756,5,11,247,1000.0,214
526,1,1,4.4,4309,5,26,148,1600.0,214
527,1,0,4.0,212,2,31,247,400.0,214
528,1,0,2.9,153,2,31,27,600.0,214
529,1,0,4.0,827,0,11,337,500.0,214
530,1,0,4.0,256,2,31,67,500.0,214
531,1,0,3.9,40,2,20,104,400.0,214
532,1,0,3.9,73,2,36,361,400.0,214
533,1,0,4.2,169,5,7,81,600.0,214
534,1,0,4.1,586,5,11,129,700.0,214
535,1,0,3.5,221,0,35,241,400.0,214
536,1,0,3.5,177,0,31,30,500.0,214
537,1,0,3.9,347,5,11,143,600.0,214
538,1,0,3.0,347,2,31,328,800.0,131
539,1,0,3.9,385,5,31,330,600.0,214
540,1,0,4.0,1305,5,11,148,750.0,214
541,1,0,3.0,122,2,11,143,500.0,214
542,1,0,4.3,539,5,31,147,300.0,214
543,1,1,3.9,681,2,11,281,800.0,214
544,1,0,3.8,106,5,16,63,350.0,214
545,1,1,4.1,1025,2,11,247,1000.0,214
546,1,0,3.6,132,2,6,381,250.0,214
547,1,0,4.2,289,2,31,1,400.0,214
548,1,0,3.9,407,5,11,258,500.0,214
549,1,0,3.9,201,2,31,258,250.0,214
550,1,0,3.7,37,2,7,80,400.0,214
551,1,0,4.1,203,5,32,83,650.0,12
552,1,0,3.1,320,5,11,304,600.0,214
553,1,1,3.8,257,2,11,14,800.0,214
554,1,0,3.8,46,5,31,325,450.0,214
555,1,0,3.9,102,2,7,79,450.0,214
556,1,1,4.2,237,5,13,77,600.0,214
557,1,0,3.7,108,2,31,231,600.0,214
558,1,0,3.9,34,5,11,235,750.0,214
559,1,0,3.2,144,2,31,266,350.0,102
560,1,1,4.2,1028,5,12,145,1100.0,214
561,1,0,3.8,84,2,16,4,600.0,161
562,1,0,4.0,181,5,11,264,550.0,214
563,1,0,4.0,128,0,17,201,230.0,137
564,1,0,3.8,171,5,31,247,250.0,214
565,1,0,3.9,200,5,31,232,400.0,214
566,1,0,3.0,114,2,11,122,1000.0,214
567,1,0,3.8,146,5,11,122,600.0,214
568,1,0,4.2,248,0,18,32,500.0,14
569,1,1,4.1,583,5,12,152,1200.0,214
570,1,0,3.7,42,5,31,258,500.0,214
