,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
571,1,0,3.7,171,2,7,73,300.0,214
572,1,0,3.7,79,5,31,176,500.0,214
573,1,0,3.7,46,5,7,66,450.0,214
574,0,0,4.2,1278,2,11,6,800.0,214
575,1,0,3.4,276,0,33,323,250.0,214
576,1,0,3.1,64,5,11,350,750.0,214
577,1,0,4.0,69,0,17,165,300.0,214
578,1,0,3.7,288,8,31,258,500.0,150
579,1,0,4.3,676,2,22,164,500.0,214
580,1,0,4.1,140,5,31,346,100.0,214
581,1,0,4.0,65,5,4,35,600.0,188
582,1,1,4.1,448,5,11,154,700.0,214
583,1,0,4.0,203,0,8,78,500.0,214
584,1,0,3.1,166,2,31,267,600.0,214
585,1,1,4.1,1320,5,11,269,1200.0,214
586,1,0,4.0,116,5,11,141,400.0,214
587,1,0,4.4,288,2,6,35,400.0,214
588,1,0,2.7,85,5,7,118,500.0,214
589,1,0,3.9,124,0,31,258,400.0,214
590,1,0,3.6,323,2,20,330,800.0,214
591,1,0,3.7,51,2,31,247,300.0,214
592,1,0,4.2,229,5,11,288,1000.0,214
593,1,0,2.8,102,2,31,258,350.0,214
594,1,0,4.0,76,5,31,221,150.0,214
595,1,0,3.9,42,5,17,174,250.0,214
596,1,0,3.9,239,5,17,168,500.0,214
597,1,0,3.7,55,5,31,374,200.0,214
598,1,0,3.9,178,5,17,161,400.0,214
599,1,0,3.4,224,2,31,227,400.0,214
600,1,0,3.9,199,0,31,321,300.0,214
601,1,1,4.0,1010,5,29,192,1300.0,214
602,1,1,3.8,72,5,31,338,400.0,214
603,0,1,4.1,1000,2,12,8,800.0,214
604,1,0,3.8,613,0,7,114,600.0,214
605,1,0,2.9,42,0,31,314,250.0,214
606,1,0,3.7,194,0,31,247,400.0,214
607,0,0,4.3,423,2,17,203,150.0,214
608,1,0,3.7,158,6,11,47,700.0,214
609,1,1,4.1,1403,5,15,288,1100.0,40
610,1,0,3.9,153,5,20,99,400.0,214
611,1,1,2.9,90,2,11,320,800.0,214
612,1,0,3.1,140,0,11,254,600.0,214
613,1,0,4.1,463,0,7,75,500.0,214
614,1,0,4.2,384,2,36,325,600.0,172
615,0,0,4.0,177,2,31,238,400.0,214
616,1,0,3.6,70,0,31,273,350.0,101
617,1,1,4.0,790,5,11,155,1300.0,214
618,1,0,3.9,92,5,31,371,300.0,214
619,0,0,4.1,131,2,34,243,400.0,214
620,1,0,3.8,89,5,17,204,400.0,214
621,1,0,3.0,57,6,31,295,400.0,214
622,1,0,3.8,92,2,20,150,1100.0,214
623,1,0,3.0,57,5,11,141,650.0,214
624,1,0,4.3,133,5,16,24,300.0,214
625,0,0,4.0,164,2,0,163,250.0,214
626,1,0,3.9,161,5,16,261,500.0,139
627,1,0,4.0,308,6,7,88,750.0,214
628,1,0,2.6,208,5,11,140,650.0,214
629,1,0,3.4,116,2,11,312,400.0,214
630,1,0,2.7,48,2,32,128,650.0,214
631,1,0,3.7,127,5,7,113,700.0,214
632,1,1,3.9,727,5,7,97,800.0,214
633,0,0,3.9,125,2,7,107,500.0,214
634,1,0,2.6,170,2,11,210,600.0,214
635,0,0,3.8,89,2,11,258,550.0,214
636,1,0,4.0,507,5,10,111,1000.0,214
637,1,0,3.8,254,0,11,122,550.0,214
638,1,0,2.8,334,2,11,258,500.0,214
639,0,0,3.8,69,2,8,78,700.0,214
640,1,1,4.1,842,5,12,345,1100.0,96
641,1,0,4.0,88,5,0,24,500.0,214
642,1,0,3.5,283,0,31,31,350.0,214
643,1,1,4.1,293,5,11,200,500.0,214
644,0,0,2.9,106,2,11,258,450.0,214
645,1,0,3.0,61,0,7,73,650.0,214
646,0,0,2.8,80,2,11,7,650.0,214
647,1,1,4.0,347,5,11,287,1000.0,214
648,1,0,3.4,186,2,11,369,450.0,214
649,0,0,4.0,93,2,36,24,800.0,214
650,0,0,2.4,183,2,16,247,450.0,214
651,0,0,2.9,85,2,31,373,250.0,214
652,0,0,3.4,66,2,11,136,800.0,214
653,0,0,2.9,58,2,31,30,250.0,214
654,0,0,3.6,162,2,11,258,500.0,214
655,0,0,2.7,67,2,20,321,300.0,214
656,0,0,2.2,90,2,11,258,750.0,214
657,0,0,2.4,96,2,11,286,500.0,214
658,1,0,4.0,101,2,11,230,500.0,214
659,1,1,3.8,560,5,11,247,800.0,214
660,1,0,3.7,243,5,11,54,450.0,214
661,1,0,3.2,148,2,31,346,250.0,214
662,0,0,2.3,291,2,11,370,250.0,214
663,1,1,3.9,1337,2,23,2,1700.0,214
664,0,0,4.0,65,2,17,203,200.0,214
665,1,0,3.6,43,5,11,133,600.0,214
666,1,0,3.7,46,0,11,247,400.0,100
667,1,0,3.7,46,0,17,207,150.0,214
668,1,0,3.7,117,5,31,247,150.0,214
669,1,1,4.4,2487,2,28,298,900.0,214
670,1,0,3.2,66,2,11,258,600.0,214
671,0,1,4.1,1187,5,15,211,1200.0,214
672,0,0,4.3,353,5,11,309,1200.0,214
673,0,1,4.2,1212,5,11,337,1200.0,214
674,1,0,3.7,115,0,11,131,550.0,214
675,1,0,4.1,952,5,11,372,400.0,214
676,0,0,3.8,915,5,11,247,600.0,214
677,1,0,3.7,135,0,11,258,500.0,214
678,0,1,4.1,466,5,11,228,700.0,214
679,0,0,3.8,115,5,31,261,350.0,214
680,0,0,3.9,61,5,36,224,400.0,214
681,0,0,3.9,86,5,17,201,250.0,214
682,0,0,4.0,193,5,11,351,500.0,214
683,0,0,3.8,82,5,24,327,1000.0,214
684,0,0,3.9,115,5,31,346,200.0,214
685,0,0,3.7,28,0,11,258,500.0,214
686,0,0,3.2,63,5,1,25,600.0,214
687,0,0,3.1,44,0,16,258,500.0,214
688,0,0,3.5,65,5,11,310,750.0,214
689,0,0,2.7,76,0,31,258,500.0,214
690,0,0,2.6,75,0,31,318,400.0,214
691,0,0,3.0,55,5,11,11,800.0,214
692,0,0,3.7,48,5,11,297,800.0,214
693,0,0,2.9,39,5,36,182,500.0,214
694,1,0,3.9,193,5,11,364,400.0,214
695,1,0,3.9,63,2,31,336,200.0,214
696,1,0,3.8,186,5,7,74,500.0,214
697,1,0,3.3,28,2,36,51,400.0,214
698,0,0,4.3,423,2,17,203,150.0,214
699,0,0,4.0,102,2,0,23,400.0,214
700,0,0,4.1,131,2,34,243,400.0,214
701,0,0,4.0,164,2,0,163,250.0,214
702,1,0,3.9,102,2,7,79,450.0,214
703,1,0,3.9,70,2,17,161,350.0,214
704,1,0,3.9,188,2,17,206,400.0,214
705,0,0,3.8,46,2,19,208,300.0,214
706,1,0,4.4,677,2,22,164,500.0,214
707,1,0,3.9,40,2,20,104,400.0,214
708,1,0,3.9,99,2,17,203,400.0,214
709,0,0,4.0,93,2,36,24,800.0,214
710,0,0,3.8,69,2,8,78,700.0,214
711,1,0,4.1,41,2,16,24,500.0,214
712,0,0,4.0,65,2,17,203,200.0,214
713,1,1,4.1,448,5,11,154,700.0,214
714,1,0,4.1,46,5,7,120,600.0,214
715,1,0,4.3,132,5,16,24,300.0,214
716,1,0,4.1,237,5,17,169,500.0,214
717,1,0,3.9,239,5,17,168,500.0,214
718,0,0,4.1,521,5,7,94,550.0,214
719,0,0,4.0,319,5,17,165,500.0,214
720,1,0,3.8,89,5,17,204,400.0,214
721,0,0,3.2,63,5,1,25,600.0,214
722,0,0,2.9,231,5,17,171,800.0,214
723,1,0,4.5,1179,0,16,199,500.0,214
724,1,0,3.6,796,2,11,54,550.0,214
725,1,1,3.8,500,2,11,317,1000.0,214
726,1,1,3.9,681,2,11,281,800.0,214
727,1,0,3.8,207,2,11,42,700.0,214
728,1,0,4.0,532,2,11,144,800.0,214
729,1,0,4.2,421,2,11,141,700.0,214
730,1,0,3.9,319,2,11,258,650.0,214
731,1,1,4.1,1025,2,11,247,1000.0,214
732,1,1,3.6,225,2,11,54,700.0,214
733,0,1,4.0,200,2,7,87,700.0,214
734,1,1,4.0,739,2,11,59,800.0,214
735,0,0,3.8,149,2,11,226,400.0,214
736,1,0,3.9,102,2,7,79,450.0,214
737,1,0,3.7,110,2,11,6,800.0,214
738,1,0,3.7,171,2,7,73,300.0,214
739,1,0,3.7,37,2,7,80,400.0,214
740,1,1,3.9,1227,2,11,18,900.0,214
741,0,0,3.9,124,2,7,107,500.0,214
742,1,0,2.8,335,2,11,258,500.0,214
743,1,0,3.9,49,2,7,73,600.0,214
744,0,0,3.8,89,2,11,258,550.0,214
745,1,0,2.7,425,2,11,368,400.0,214
746,1,0,4.0,101,2,11,230,500.0,214
747,1,0,3.2,133,2,11,261,500.0,214
748,0,0,2.7,160,2,11,141,850.0,214
749,1,0,3.4,186,2,11,369,450.0,214
750,0,0,3.8,69,2,8,78,700.0,214
751,0,0,3.7,311,2,11,300,400.0,214
752,1,0,4.4,288,2,6,35,400.0,214
753,1,1,3.5,551,2,11,271,600.0,214
754,1,0,3.0,122,2,11,143,500.0,214
755,0,0,2.9,106,2,11,258,450.0,214
756,0,1,2.9,200,2,11,140,1000.0,214
757,1,0,3.2,66,2,11,258,600.0,214
758,0,0,2.8,80,2,11,7,650.0,214
759,1,0,2.6,170,2,11,210,600.0,214
760,0,0,3.4,66,2,11,136,800.0,214
761,0,0,3.6,162,2,11,258,500.0,214
762,1,1,2.9,90,2,11,320,800.0,214
763,0,0,2.2,90,2,11,258,750.0,214
764,0,0,2.4,96,2,11,286,500.0,214
765,1,0,3.4,116,2,11,312,400.0,214
766,1,0,3.6,132,2,6,381,250.0,214
767,1,0,3.8,55,2,31,364,300.0,214
768,1,0,3.0,114,2,11,122,1000.0,214
769,0,0,2.3,291,2,11,370,250.0,214
770,1,1,3.8,257,2,11,14,800.0,214
771,1,0,4.0,398,2,31,364,400.0,214
772,0,0,4.0,177,2,31,238,400.0,214
773,1,0,4.0,256,2,31,67,500.0,214
774,1,0,3.9,78,2,31,247,400.0,214
775,1,0,3.8,312,2,31,247,400.0,214
776,1,0,3.7,168,2,31,237,600.0,214
777,0,0,4.1,315,2,31,292,500.0,214
778,1,0,3.7,108,2,31,231,600.0,214
779,1,0,3.7,314,2,31,328,800.0,214
780,1,0,3.9,188,2,17,206,400.0,214
781,1,0,3.7,139,2,31,279,400.0,214
782,1,0,3.8,472,2,31,68,600.0,214
783,1,0,3.8,369,2,31,67,400.0,214
784,0,0,3.9,197,2,31,346,150.0,214
785,0,0,3.8,46,2,19,208,300.0,214
786,0,0,3.3,50,2,20,122,400.0,214
787,1,0,3.9,201,2,31,258,250.0,214
788,1,0,4.2,289,2,31,1,400.0,214
789,1,0,3.2,144,2,31,266,350.0,214
790,1,0,3.4,224,2,31,227,400.0,214
791,1,0,3.1,166,2,31,267,600.0,214
792,1,0,3.2,167,2,31,339,600.0,214
793,1,0,4.0,597,2,31,247,400.0,214
794,1,0,3.8,56,2,31,62,500.0,214
795,1,0,3.6,137,2,31,16,300.0,214
796,1,0,3.9,114,2,31,255,500.0,214
797,1,0,3.9,75,2,31,321,200.0,214
798,1,0,3.2,148,2,31,346,250.0,214
799,1,0,2.4,204,2,31,325,750.0,214
800,1,0,2.9,153,2,31,27,600.0,214
801,1,0,3.9,63,2,31,336,200.0,214
802,1,0,2.7,48,2,32,128,650.0,214
803,1,0,3.8,170,2,31,275,250.0,214
804,1,0,3.8,92,2,20,150,1100.0,214
805,1,0,2.8,102,2,31,258,350.0,214
806,0,0,3.5,56,2,31,363,400.0,214
807,0,0,2.9,85,2,31,373,250.0,214
808,0,0,2.9,58,2,31,30,250.0,214
809,1,0,3.7,51,2,31,247,300.0,214
810,1,0,4.0,212,2,31,247,400.0,214
811,1,0,3.8,182,2,20,253,600.0,214
812,1,0,2.4,158,2,31,258,300.0,214
813,1,0,3.6,323,2,20,330,800.0,214
814,1,0,3.1,175,2,31,5,250.0,214
815,0,0,4.5,2781,5,12,250,1200.0,214
816,0,1,4.7,3844,5,11,293,1600.0,214
817,0,0,4.3,353,5,11,309,1200.0,214
818,1,1,4.4,4312,5,26,148,1600.0,214
819,0,1,4.3,1196,5,3,173,1500.0,214
820,0,1,4.6,311,5,11,316,1300.0,214
821,0,1,4.2,1212,5,11,337,1200.0,214
822,0,1,4.1,1235,5,11,312,800.0,214
823,0,1,3.9,1763,5,2,193,1300.0,214
824,1,1,4.1,1538,5,11,21,1000.0,214
825,1,0,4.1,954,5,11,372,400.0,214
826,1,1,4.1,585,5,12,152,1200.0,214
827,1,0,4.2,374,5,11,49,750.0,214
828,1,1,4.2,1028,5,12,145,1100.0,214
829,1,1,4.1,448,5,11,154,700.0,214
830,0,1,4.1,1187,5,15,211,1200.0,214
831,1,0,4.0,180,5,11,264,550.0,214
832,1,1,4.0,1010,5,29,192,1300.0,214
833,1,0,4.2,230,5,11,288,1000.0,214
834,1,1,4.1,842,5,12,345,1100.0,214
835,1,1,4.1,1320,5,11,269,1200.0,214
836,1,1,4.0,790,5,11,155,1300.0,214
837,0,0,3.8,915,5,11,247,600.0,214
838,1,1,3.8,756,5,11,247,1000.0,214
839,1,0,3.9,34,5,11,235,750.0,214
840,1,1,4.0,347,5,11,287,1000.0,214
841,1,1,4.1,293,5,11,200,500.0,214
842,1,0,3.9,347,5,11,143,600.0,214
843,1,0,4.1,587,5,11,129,700.0,214
844,1,0,4.0,1306,5,11,148,750.0,214
845,0,1,4.1,466,5,11,228,700.0,214
846,0,0,4.0,129,5,31,364,300.0,214
847,1,0,3.7,217,5,11,312,500.0,214
848,0,0,3.8,115,5,31,261,350.0,214
849,0,0,3.8,59,5,11,312,400.0,214
850,0,0,3.7,535,5,11,289,950.0,214
851,0,0,3.8,228,5,31,274,400.0,214
852,1,0,3.9,178,5,11,364,450.0,214
853,1,1,3.9,727,5,7,97,800.0,214
854,1,0,3.7,243,5,11,54,450.0,214
855,0,0,4.1,521,5,7,94,550.0,214
856,0,0,2.9,51,5,11,321,600.0,214
857,1,1,4.4,4381,5,13,326,600.0,214
858,0,0,4.0,193,5,11,351,500.0,214
859,0,0,3.8,177,5,31,301,400.0,214
860,0,1,3.9,165,5,11,366,1000.0,214
861,0,0,3.4,97,5,12,352,1100.0,214
862,1,0,3.7,132,5,7,121,400.0,214
863,0,0,3.8,82,5,24,327,1000.0,214
864,1,0,3.9,407,5,11,258,500.0,214
865,1,0,3.8,46,5,7,66,450.0,214
866,0,0,3.3,177,5,11,269,950.0,214
867,1,0,3.8,146,5,11,122,600.0,214
868,1,0,3.1,320,5,11,304,600.0,214
869,0,0,3.4,48,5,7,100,550.0,214
870,0,0,2.3,175,5,11,247,450.0,214
871,1,0,3.1,64,5,11,350,750.0,214
872,0,0,3.5,65,5,11,310,750.0,214
873,0,0,3.0,55,5,11,11,800.0,214
874,0,0,3.7,48,5,11,297,800.0,214
875,1,0,3.0,57,5,11,141,650.0,214
876,1,0,3.7,127,5,7,113,700.0,214
877,1,0,2.5,321,5,31,272,400.0,214
878,1,0,3.9,92,5,31,371,300.0,214
879,0,0,3.9,115,5,31,346,200.0,214
880,1,0,3.9,386,5,31,330,600.0,214
881,1,0,3.3,212,5,31,41,350.0,214
882,0,0,2.9,231,5,17,171,800.0,214
883,1,0,3.9,62,5,31,69,300.0,214
884,1,1,4.1,612,0,12,19,1500.0,214
885,1,0,4.0,827,0,11,337,500.0,214
886,1,0,3.9,362,0,11,247,600.0,214
887,1,0,3.7,135,0,11,258,500.0,214
888,1,0,4.0,244,0,31,29,400.0,214
889,1,0,3.0,102,0,11,364,600.0,214
890,1,0,3.7,115,0,11,131,550.0,214
891,1,0,4.2,465,0,31,252,300.0,214
892,1,0,3.9,173,0,31,324,250.0,214
893,1,0,4.1,83,0,31,181,400.0,214
894,1,0,4.0,107,0,31,247,300.0,214
895,0,0,3.7,28,0,11,258,500.0,214
896,1,0,3.7,194,0,31,247,400.0,214
897,0,0,2.7,76,0,31,258,500.0,214
898,0,0,2.6,75,0,31,318,400.0,214
899,1,0,2.9,126,0,31,131,300.0,214
900,1,0,3.9,435,0,11,27,650.0,214
901,1,0,2.9,255,0,31,247,250.0,214
902,1,1,4.4,2488,2,28,298,900.0,214
903,1,1,4.4,2237,2,12,160,1200.0,214
904,1,1,3.9,1337,2,23,2,1700.0,214
905,1,1,3.9,681,2,11,281,800.0,214
906,0,0,4.5,2781,5,12,250,1200.0,214
907,1,1,4.4,4312,5,26,148,1600.0,214
908,0,1,3.9,1763,5,2,193,1300.0,214
909,1,1,4.1,585,5,12,152,1200.0,214
910,0,1,4.1,1187,5,15,211,1200.0,214
911,1,1,4.0,1010,5,29,192,1300.0,214
912,1,1,4.1,842,5,12,345,1100.0,214
913,0,0,3.4,97,5,12,352,1100.0,214
914,1,1,4.1,612,0,12,19,1500.0,214
915,1,1,4.2,2022,6,11,309,1000.0,214
916,0,0,3.8,166,3,11,308,600.0,214
917,1,0,3.8,286,3,11,247,600.0,214
918,0,1,4.1,2303,6,11,258,950.0,214
919,1,1,4.1,2339,6,11,259,1500.0,214
920,1,0,4.4,4884,6,11,307,750.0,90
921,1,1,4.1,775,1,11,305,800.0,214
922,1,0,3.8,918,1,9,116,800.0,68
923,1,0,3.8,74,16,11,149,1000.0,170
924,1,0,4.1,139,6,11,282,550.0,214
925,0,1,3.8,176,6,11,248,1350.0,214
926,1,1,3.8,584,6,11,303,1200.0,214
927,0,1,4.3,633,6,9,96,800.0,214
928,0,1,4.1,102,6,7,85,800.0,214
929,1,1,4.6,1755,3,13,326,600.0,214
930,1,0,3.9,240,3,7,73,700.0,214
931,0,0,3.8,148,3,13,256,550.0,214
932,1,0,4.0,219,3,7,108,600.0,214
933,1,0,4.1,216,3,7,90,500.0,214
934,1,0,3.7,514,3,7,110,600.0,214
935,1,0,3.4,58,3,7,100,400.0,214
936,1,1,4.3,1252,6,13,196,800.0,214
937,0,0,4.2,704,6,7,73,500.0,214
938,1,0,4.1,796,6,7,101,400.0,214
939,0,1,4.2,731,6,7,91,800.0,214
940,0,0,4.2,223,6,7,119,800.0,214
941,0,0,4.1,707,6,7,106,850.0,214
942,1,0,4.2,261,6,7,89,700.0,214
943,1,1,4.2,150,1,7,112,600.0,61
944,1,1,4.2,1901,6,7,98,800.0,214
945,1,0,4.0,324,1,7,112,700.0,214
946,1,0,4.6,228,6,7,80,400.0,214
947,1,0,4.2,504,1,7,117,550.0,214
948,1,0,4.1,130,6,7,115,650.0,214
949,0,0,4.1,108,6,7,99,700.0,214
950,1,0,3.8,918,1,9,116,800.0,214
951,1,0,3.8,90,1,7,73,650.0,214
952,1,0,3.8,144,1,7,123,700.0,214
953,0,0,3.8,46,6,7,73,400.0,214
954,0,0,4.0,62,6,7,73,150.0,214
955,1,1,3.9,291,6,7,84,650.0,214
956,0,0,3.2,59,6,9,100,550.0,214
957,1,0,2.9,62,6,32,127,650.0,214
958,1,0,2.6,157,6,7,76,450.0,214
959,0,0,3.7,168,6,7,101,400.0,214
960,1,0,4.6,143,7,16,199,500.0,214
961,1,0,3.9,627,1,16,197,450.0,82
962,1,0,4.1,414,6,31,72,500.0,214
963,1,0,4.2,95,6,5,33,400.0,214
964,1,0,4.4,4884,6,11,307,750.0,214
965,1,0,4.0,771,1,11,364,450.0,214
966,1,0,4.2,64,3,31,341,500.0,214
967,1,0,4.1,233,3,31,375,200.0,214
968,1,0,3.8,505,1,31,67,450.0,27
969,1,0,4.1,201,1,31,368,300.0,204
970,1,0,4.0,774,7,11,43,800.0,214
971,1,0,3.7,125,5,31,251,250.0,214
972,1,0,3.8,540,3,11,299,650.0,214
973,1,0,3.7,176,3,31,339,600.0,214
974,1,0,4.1,296,6,31,357,200.0,214
975,1,0,3.6,91,5,36,60,500.0,214
976,1,0,3.8,133,3,31,376,200.0,189
977,1,1,4.2,354,1,11,20,800.0,26
978,1,0,3.6,518,5,11,364,400.0,214
979,1,0,4.3,792,6,31,16,300.0,214
980,1,0,4.2,504,1,7,117,550.0,36
981,1,0,4.1,1720,3,31,300,400.0,214
982,1,0,3.7,107,3,4,36,150.0,208
983,1,0,3.9,55,0,31,40,300.0,214
984,1,0,3.2,395,6,31,258,300.0,214
985,1,0,4.0,78,6,31,230,100.0,214
986,1,0,4.0,332,5,31,364,300.0,214
987,1,0,4.0,1975,5,11,58,800.0,214
988,1,0,4.0,618,6,11,55,750.0,214
989,1,0,3.3,261,12,11,258,500.0,214
990,1,0,4.0,253,6,17,165,300.0,214
991,1,0,3.9,750,3,11,282,500.0,214
992,1,1,4.6,2556,1,13,326,600.0,214
993,1,0,3.8,71,3,17,206,400.0,214
994,1,0,3.9,230,1,16,40,650.0,85
995,1,0,4.2,444,3,31,346,100.0,214
996,1,0,4.3,630,6,31,322,200.0,214
997,1,1,4.1,175,6,11,365,500.0,214
998,1,0,3.9,441,1,31,366,400.0,214
999,1,1,4.1,2723,0,11,59,800.0,214
1000,1,0,3.8,693,1,11,328,750.0,214
1001,1,0,4.4,4401,6,11,54,600.0,214
1002,1,0,3.9,172,1,16,325,750.0,92
1003,1,0,3.9,319,2,11,258,650.0,214
1004,1,0,3.7,170,5,31,185,200.0,214
1005,1,0,3.2,208,6,6,381,250.0,214
1006,1,0,4.1,163,3,31,151,500.0,214
1007,1,0,3.7,97,6,31,305,350.0,214
1008,1,0,4.2,415,1,31,255,500.0,41
1009,1,1,3.9,291,6,7,84,650.0,214
1010,1,0,4.2,1647,1,11,143,600.0,214
1011,1,1,4.1,364,6,11,382,1200.0,214
1012,1,0,3.8,70,1,31,346,100.0,214
1013,1,0,3.5,80,1,31,383,250.0,214
1014,1,0,3.9,264,1,31,346,200.0,214
1015,1,0,4.0,166,6,31,364,400.0,214
1016,1,0,3.9,134,6,31,379,400.0,214
1017,1,0,4.1,364,3,11,355,550.0,214
1018,1,0,4.2,449,6,7,82,400.0,214
1019,1,0,3.9,56,3,17,165,400.0,214
1020,1,0,3.9,148,6,31,243,400.0,214
1021,1,0,4.0,53,1,16,239,600.0,62
1022,1,1,4.2,2115,1,11,332,800.0,214
1023,1,0,3.9,67,6,31,174,200.0,214
1024,1,0,4.2,287,1,31,247,350.0,214
1025,1,0,3.6,84,1,31,364,250.0,214
1026,1,1,4.2,2171,5,30,3,1200.0,214
1027,1,1,4.2,1428,5,11,10,800.0,214
1028,1,0,3.7,93,3,31,375,200.0,70
1029,1,1,3.9,1227,2,11,18,900.0,214
1030,1,0,4.1,164,6,31,48,400.0,214
1031,1,0,3.8,577,6,11,311,900.0,17
1032,1,1,4.2,166,6,11,198,800.0,159
1033,1,0,3.5,32,1,31,335,150.0,214
1034,1,0,3.9,104,6,31,174,200.0,194
1035,1,0,3.9,38,1,17,201,150.0,214
1036,1,0,4.5,155,6,4,37,300.0,214
1037,1,1,4.2,3227,0,14,247,1600.0,214
1038,1,0,2.8,109,12,11,146,500.0,214
1039,1,0,3.7,662,5,11,28,650.0,11
1040,1,1,4.5,784,0,11,159,800.0,214
1041,1,0,3.0,73,12,11,247,500.0,193
1042,1,0,3.9,85,5,31,337,300.0,122
1043,1,0,4.3,659,6,17,24,500.0,214
1044,1,0,3.8,152,6,17,165,350.0,214
1045,1,0,4.1,337,6,31,126,300.0,214
1046,1,0,4.2,191,3,31,376,250.0,165
1047,1,0,4.0,108,6,31,71,500.0,214
1048,1,0,4.1,438,6,17,169,500.0,214
1049,1,0,3.9,49,6,31,363,200.0,214
1050,1,0,3.6,276,3,31,67,500.0,214
1051,1,1,4.2,1539,0,11,225,800.0,214
1052,1,1,4.1,1063,6,12,214,1200.0,214
1053,1,0,3.6,195,6,11,139,800.0,214
1054,1,0,3.9,211,6,11,178,500.0,214
1055,1,0,4.3,860,1,17,168,500.0,214
1056,1,0,4.2,289,2,31,1,400.0,214
1057,1,0,4.2,146,1,4,34,400.0,214
1058,1,0,4.2,169,5,7,81,600.0,214
1059,1,0,3.9,134,6,31,187,350.0,214
1060,1,0,3.9,113,12,31,184,250.0,214
1061,1,0,3.9,91,6,31,38,200.0,214
1062,1,0,3.7,237,1,31,358,200.0,214
1063,1,1,3.8,197,6,28,124,1000.0,214
1064,1,0,3.9,133,1,7,103,800.0,214
1065,1,0,4.0,90,5,0,24,500.0,214
1066,1,1,4.3,1252,6,13,196,800.0,214
1067,1,0,4.1,796,6,7,101,400.0,214
1068,1,0,3.8,918,1,9,116,800.0,214
1069,1,0,3.8,155,6,11,368,450.0,214
1070,1,0,3.9,240,3,7,73,700.0,214
1071,1,0,3.6,41,0,7,93,700.0,214
1072,1,0,3.7,217,16,31,328,800.0,132
1073,1,0,4.0,73,3,0,26,300.0,214
1074,1,0,4.1,192,6,17,168,300.0,214
1075,1,0,3.8,53,6,31,202,250.0,214
1076,1,0,3.9,61,12,4,33,150.0,214
1077,1,0,3.8,242,6,11,234,650.0,214
1078,1,0,4.0,465,6,11,368,600.0,214
1079,1,0,4.0,324,1,7,112,700.0,214
1080,1,0,2.6,307,12,11,245,700.0,214
1081,1,0,3.7,47,6,33,179,400.0,214
1082,1,1,4.2,150,1,7,112,600.0,214
1083,1,0,3.0,290,1,31,265,450.0,214
1084,1,0,4.4,356,6,17,165,400.0,214
1085,1,0,4.2,249,6,17,165,300.0,214
1086,1,0,3.8,82,0,31,70,1000.0,214
1087,1,0,3.9,91,6,7,102,300.0,214
1088,1,0,3.8,164,3,31,330,600.0,214
1089,1,0,3.5,179,1,11,260,600.0,214
1090,1,0,3.9,153,5,20,99,400.0,214
1091,1,0,3.5,79,6,11,13,600.0,214
1092,1,0,4.1,558,3,31,346,150.0,214
1093,1,0,4.0,197,1,17,161,300.0,214
1094,1,1,4.3,1129,6,11,218,1300.0,214
1095,1,0,4.0,89,6,31,348,200.0,214
1096,1,0,2.8,45,1,11,333,800.0,214
1097,1,0,3.7,54,3,7,80,600.0,214
1098,1,1,4.1,442,6,30,153,1200.0,214
1099,1,0,4.4,659,6,6,35,600.0,214
1100,1,0,4.2,261,6,7,89,700.0,214
1101,1,0,4.1,176,3,11,12,800.0,138
1102,1,0,3.8,61,3,31,219,100.0,180
1103,1,0,3.8,75,1,31,177,200.0,10
1104,1,1,4.5,1872,0,7,92,900.0,214
1105,1,0,4.1,30,6,4,39,100.0,214
1106,1,0,3.6,105,1,11,384,700.0,205
1107,1,0,3.8,74,3,31,364,300.0,185
1108,1,0,4.0,136,6,31,358,350.0,214
1109,1,0,3.7,71,6,11,261,450.0,214
1110,1,0,3.9,178,5,17,161,400.0,64
1111,1,0,3.9,233,6,11,217,800.0,214
1112,1,0,2.7,97,3,11,360,400.0,214
1113,1,0,3.8,144,1,7,123,700.0,214
1114,1,0,2.8,137,0,31,321,300.0,214
1115,1,1,4.1,970,6,27,290,1500.0,214
1116,1,0,3.9,135,1,11,269,800.0,214
1117,1,0,3.7,514,3,7,110,600.0,214
1118,1,0,3.9,914,5,2,278,1000.0,214
1119,1,0,2.9,177,6,11,262,700.0,214
1120,1,0,3.9,157,16,11,258,450.0,214
1121,1,0,3.9,70,1,17,180,400.0,214
1122,1,0,3.9,247,6,7,95,400.0,214
1123,1,0,3.6,62,1,32,213,600.0,214
1124,1,0,3.0,57,6,31,295,400.0,214
1125,1,0,4.1,204,6,17,203,300.0,214
1126,1,0,3.9,519,1,11,130,900.0,214
1127,1,0,4.1,119,5,11,334,800.0,214
1128,1,0,4.1,130,6,7,115,650.0,214
1129,1,0,2.6,208,5,11,140,650.0,214
1130,1,1,4.0,349,1,11,343,1200.0,49
1131,1,0,3.3,128,1,31,258,300.0,214
1132,1,0,4.0,1778,6,31,319,200.0,214
1133,0,0,4.1,279,3,31,190,200.0,214
1134,1,0,3.8,469,3,11,260,750.0,214
1135,1,0,4.3,322,6,11,346,400.0,214
1136,1,0,3.8,90,1,7,73,650.0,214
1137,1,0,3.6,81,12,11,258,500.0,213
1138,1,0,3.9,214,0,11,270,400.0,214
1139,1,0,4.3,316,3,31,346,100.0,214
1140,1,0,3.5,56,6,17,205,400.0,214
